user_ID,item_ID,rating
3437,2701,3.5
3437,688,1.0
3437,3114,3.5
3437,2124,4.0
3950,920,2.0
3950,380,1.0
3950,257,2.0
3950,2160,4.0
3950,590,4.0
3950,2269,2.0
3950,405,1.0
3950,594,3.0
3950,316,3.0
3950,2028,4.0
3950,919,3.0
3950,2109,3.0
3950,3526,4.0
3950,260,4.0
3950,2428,3.0
3950,4351,3.0
3950,2072,2.0
3950,25,5.0
3950,899,3.0
3950,318,4.0
3950,4993,4.0
4160,2359,2.0
4160,33166,4.5
4160,69526,3.5
4160,468,4.0
4160,1958,4.0
4160,153,4.0
4160,1282,5.0
4160,471,4.0
4160,88744,4.5
4160,5902,4.5
4160,1682,4.0
4160,2841,4.0
4160,4558,4.0
4160,1251,5.0
4160,1719,5.0
4160,1994,4.5
4160,260,4.5
4160,2078,3.0
4160,913,4.5
4160,428,4.0
4160,350,4.0
4294,88744,4.5
4294,489,3.0
4294,1959,3.0
4294,3686,3.0
4294,7090,3.0
4294,533,3.0
4294,56949,3.0
4294,224,3.0
4294,2291,4.0
4294,1722,4.0
4294,277,3.0
4294,527,5.0
4294,4993,5.0
4294,1955,5.0
4294,899,3.5
4294,6537,4.0
4294,592,5.0
4294,542,4.0
4294,1370,4.0
4294,39446,3.0
4294,1882,4.0
4323,6936,3.0
4323,1250,5.0
4323,2470,3.0
4323,800,4.0
4323,1586,3.0
4323,198,3.5
4323,3543,4.0
4323,246,4.5
4323,2762,4.0
4323,2018,4.0
4323,5971,4.0
4323,922,5.0
4323,316,4.0
4323,8873,4.0
4323,1073,3.0
4323,494,3.0
4323,1912,4.0
4323,910,5.0
4323,2300,4.5
4323,2690,3.0
4323,599,5.0
5378,150,3.0
5378,21,4.0
5378,1358,5.0
5378,1544,1.0
5378,455,1.0
5378,315,2.0
5378,434,1.0
5378,1958,4.0
5378,1272,3.0
5378,316,3.0
5378,1092,3.0
5378,2108,3.0
5378,1267,3.0
5378,2770,4.0
5378,2463,3.0
5378,1888,3.0
5378,1682,4.0
5378,1965,4.0
5378,1909,3.0
5378,253,2.0
5378,1732,4.0
5829,4232,1.5
5829,799,3.0
5829,6440,4.0
5829,8983,3.0
5829,965,2.5
5829,1997,3.0
5829,193,2.5
5829,4886,3.0
5829,3527,3.5
5829,3526,2.5
5829,175,4.5
5829,3699,2.5
5829,1653,4.5
5829,2371,3.0
5829,186,2.0
5829,4639,3.0
5829,1584,4.0
5829,2334,3.0
5829,3168,4.0
5829,1416,2.5
5829,2100,3.5
6222,3980,3.0
6222,4025,4.0
6222,2087,5.0
6222,596,5.0
6222,1088,3.0
6222,161,4.0
6222,3081,4.0
6222,186,2.5
6222,1721,5.0
6222,1374,5.0
6222,2463,4.0
6222,802,3.0
6222,260,5.0
6222,2371,4.0
6222,919,5.0
6222,427,1.0
6222,1587,4.0
6222,780,4.0
6222,3527,5.0
6222,1391,3.0
6222,540,2.0
6294,762,2.0
6294,553,5.0
6294,349,4.0
6294,2,4.0
6294,1396,5.0
6294,539,4.0
6294,934,4.0
6294,2011,4.0
6294,2805,3.0
6294,1380,3.0
6294,1792,3.0
6294,2000,4.0
6294,2006,4.0
6294,257,3.0
6294,4344,4.0
6294,104,5.0
6294,2003,3.0
6294,4499,4.0
6294,2085,4.0
6294,628,5.0
6294,1645,3.0
6513,48385,3.5
6513,5528,0.5
6513,2289,3.5
6513,2118,4.0
6513,1250,4.5
6513,30810,1.5
6513,344,3.5
6513,337,2.5
6513,540,3.0
6513,348,4.0
6513,2160,4.0
6513,2993,3.0
6513,1405,3.5
6513,428,1.5
6513,1378,2.0
6513,750,4.0
6513,489,1.0
6513,2395,2.5
6513,41566,3.5
6513,8961,3.0
6513,6957,3.5
6914,337,3.0
6914,4034,3.0
6914,21,3.0
6914,653,3.0
6914,2662,5.0
6914,4326,3.5
6914,3033,4.0
6914,161,3.0
6914,4886,4.0
6914,1265,3.0
6914,195,2.0
6914,3681,5.0
6914,319,4.0
6914,4226,5.0
6914,1678,4.0
6914,293,4.0
6914,588,3.0
6914,923,5.0
6914,1429,1.0
6914,350,2.0
6914,1608,2.0
7417,150,4.0
7417,19,1.5
7417,805,4.0
7417,1588,3.0
7417,457,4.5
7417,333,2.5
7417,441,4.0
7417,2539,3.5
7417,2762,4.0
7417,337,3.0
7417,1125,3.0
7417,3210,4.0
7417,7451,4.5
7417,3418,3.5
7417,41569,2.0
7417,1272,5.0
7417,1717,4.5
7417,1645,4.0
7417,1358,4.0
7417,261,4.0
7417,762,3.0
7570,3083,4.5
7570,289,1.0
7570,8970,3.5
7570,6003,3.0
7570,344,1.5
7570,1608,2.0
7570,288,4.0
7570,4558,2.0
7570,31410,4.0
7570,44022,4.0
7570,30810,3.0
7570,428,2.0
7570,1393,4.0
7570,4701,3.0
7570,1485,2.0
7570,442,2.0
7570,2539,3.5
7570,25,3.5
7570,5881,3.0
7570,1997,3.0
7849,899,2.5
7849,198,3.5
7849,562,2.5
7849,2,2.5
7849,5693,1.5
7849,3526,2.5
7849,319,3.0
7849,2109,2.5
7849,2791,3.5
7849,3418,2.5
7849,1882,1.0
7849,500,3.0
7849,1285,5.0
7849,266,2.0
7849,329,3.0
7849,76,1.0
7849,2088,2.0
7849,1961,3.0
7849,2118,3.0
7849,524,3.0
7849,934,3.0
8233,880,2.0
8233,377,4.0
8233,2,2.0
8233,1499,2.0
8233,590,4.0
8233,1093,3.0
8233,2001,5.0
8233,2722,4.0
8233,1416,3.0
8233,1735,2.0
8233,2023,4.0
8233,3037,5.0
8233,292,3.0
8233,3681,4.0
8233,89,3.0
8233,2791,4.0
8233,3683,5.0
8233,2088,3.0
8233,799,4.0
8233,1676,3.0
8659,1281,4.0
8659,902,4.0
8659,3101,4.0
8659,1073,3.0
8659,5060,4.0
8659,2144,4.0
8659,4351,4.0
8659,261,4.0
8659,1917,3.0
8659,225,3.0
8659,994,5.0
8659,2539,3.0
8659,1372,4.0
8659,4973,4.0
8659,3060,4.0
8659,1407,4.0
8659,4327,4.0
8659,41569,3.5
8659,673,3.0
8659,3087,3.0
8659,289,4.0
8667,2294,3.0
8667,27706,3.5
8667,33166,4.0
8667,345,3.5
8667,1391,4.0
8667,21,4.0
8667,1370,3.0
8667,349,3.0
8667,85414,3.5
8667,1407,3.0
8667,2144,2.0
8667,1779,3.0
8667,2023,4.0
8667,1127,5.0
8667,2454,4.0
8667,6934,3.0
8667,168,2.5
8667,2020,3.5
8667,674,3.0
8667,315,2.0
8667,292,2.0
9040,31658,3.5
9040,1394,2.0
9040,2617,1.0
9040,923,3.0
9040,1719,1.0
9040,266,3.5
9040,4226,2.0
9040,318,5.0
9040,3037,5.0
9040,2058,3.0
9040,8810,3.5
9040,1249,5.0
9040,455,2.0
9040,42738,3.5
9040,1280,5.0
9040,593,5.0
9040,1956,2.0
9040,1124,3.0
9040,2454,5.0
9040,2912,2.0
9040,858,5.0
9164,778,5.0
9164,104,4.0
9164,2193,3.5
9164,1394,4.5
9164,2355,2.5
9164,1103,4.0
9164,329,3.5
9164,281,3.5
9164,454,3.5
9164,1584,4.0
9164,1393,4.5
9164,596,3.0
9164,762,3.5
9164,253,4.0
9164,4995,4.0
9164,46578,4.5
9164,1892,3.0
9164,1247,5.0
9164,524,3.5
9164,5995,5.0
9164,223,4.5
9488,1265,3.0
9488,3019,4.0
9488,27706,4.5
9488,410,3.0
9488,481,3.0
9488,1285,3.0
9488,2671,4.0
9488,527,5.0
9488,2080,4.0
9488,2023,3.0
9488,1371,4.0
9488,1499,1.0
9488,955,4.0
9488,253,4.0
9488,3104,4.0
9488,2100,3.0
9488,500,3.5
9488,2539,2.0
9488,104,2.0
9488,954,4.0
9488,1124,4.0
9788,1944,3.0
9788,195,1.5
9788,46578,3.5
9788,3104,2.5
9788,2186,4.5
9788,24,3.0
9788,40819,4.0
9788,216,1.0
9788,1244,3.5
9788,647,3.0
9788,900,3.5
9788,2011,2.0
9788,7090,4.0
9788,364,4.5
9788,457,5.0
9788,2764,3.5
9788,590,3.5
9788,1779,3.0
9788,4886,3.0
9788,2,3.0
9788,1262,4.0
10223,1918,3.0
10223,1377,4.0
10223,338,3.0
10223,1882,2.0
10223,377,4.0
10223,2020,5.0
10223,4643,2.0
10223,1678,4.0
10223,2140,5.0
10223,364,4.0
10223,2000,4.0
10223,2134,4.0
10223,1405,3.0
10223,173,1.0
10223,222,2.0
10223,280,3.0
10223,1810,4.0
10223,5481,3.0
10223,28,4.0
10223,2115,5.0
10223,2770,4.0
10637,231,4.5
10637,784,4.0
10637,1380,0.5
10637,4344,3.0
10637,81229,3.5
10637,296,0.5
10637,186,4.0
10637,2791,4.0
10637,40819,4.5
10637,46578,4.0
10637,68954,3.0
10637,3052,3.0
10637,2692,4.0
10637,587,3.5
10637,415,3.0
10637,527,3.5
10637,2000,4.0
10637,44191,4.0
10637,4034,4.0
10637,3527,4.0
10637,1968,5.0
10690,2269,4.0
10690,662,4.0
10690,225,4.0
10690,1411,2.0
10690,4148,4.0
10690,281,4.0
10690,3591,3.0
10690,290,2.0
10690,21,4.0
10690,1285,3.0
10690,150,5.0
10690,3081,4.0
10690,3210,3.0
10690,4351,5.0
10690,3527,5.0
10690,2,5.0
10690,364,4.0
10690,4995,5.0
10690,3536,5.0
10690,296,5.0
10690,18,3.0
10982,1732,5.0
10982,2002,2.0
10982,2193,4.5
10982,3981,2.0
10982,4641,5.0
10982,762,1.5
10982,338,2.5
10982,2144,3.5
10982,7451,2.5
10982,454,3.0
10982,170,3.0
10982,267,3.0
10982,215,4.0
10982,1672,3.0
10982,500,3.0
10982,364,4.0
10982,2118,2.0
10982,95,2.5
10982,1882,2.5
10982,2,3.5
10982,502,1.5
11230,2100,4.0
11230,40819,4.0
11230,1950,4.0
11230,2294,3.0
11230,48780,4.0
11230,1257,4.0
11230,553,3.5
11230,93840,4.0
11230,54272,4.0
11230,608,4.5
11230,260,3.0
11230,440,4.5
11230,319,4.5
11230,2003,3.5
11230,788,3.0
11230,588,3.5
11230,3088,4.5
11230,161,3.5
11230,2133,4.0
11230,5,3.0
11230,799,4.0
12009,44022,2.0
12009,1729,3.5
12009,457,4.0
12009,2335,1.5
12009,541,4.0
12009,3081,3.0
12009,67087,3.5
12009,2094,2.0
12009,2722,3.0
12009,539,1.5
12009,63859,3.0
12009,3980,3.5
12009,2761,3.5
12009,215,3.5
12009,256,1.0
12009,319,4.0
12009,31696,2.5
12009,96821,2.5
12009,70,3.0
12009,6003,3.5
12009,7445,3.0
12072,3089,1.0
12072,899,3.0
12072,252,2.0
12072,1884,3.0
12072,45186,4.0
12072,303,4.5
12072,30707,3.5
12072,316,4.5
12072,22,1.0
12072,1590,3.0
12072,163,4.0
12072,5956,3.0
12072,7454,3.5
12072,46972,3.5
12072,8981,1.0
12072,2,3.0
12072,431,3.0
12072,77561,4.0
12072,8984,5.0
12072,322,4.5
12072,20,2.0
12528,196,1.0
12528,595,3.0
12528,928,4.5
12528,2501,4.0
12528,1678,4.0
12528,277,3.0
12528,153,2.0
12528,4975,3.5
12528,2054,3.0
12528,8665,4.0
12528,6373,3.5
12528,5064,4.0
12528,2088,2.0
12528,534,2.0
12528,344,3.0
12528,457,4.0
12528,1635,4.0
12528,2118,3.0
12528,2463,4.0
12528,2300,4.0
12528,1616,3.0
12750,5060,1.0
12750,2011,4.0
12750,3210,1.0
12750,500,3.0
12750,849,1.0
12750,158,1.0
12750,2722,4.0
12750,173,4.0
12750,1407,3.5
12750,1259,5.0
12750,2459,3.0
12750,597,3.5
12750,246,1.0
12750,1376,1.0
12750,762,1.0
12750,316,4.5
12750,1967,1.0
12750,587,1.0
12750,51935,3.5
12750,1380,4.0
12750,442,4.0
12935,175,4.0
12935,65,0.5
12935,1619,3.0
12935,1835,3.0
12935,552,3.0
12935,435,2.5
12935,542,0.5
12935,2160,5.0
12935,1566,2.0
12935,440,3.5
12935,1371,3.0
12935,2759,2.5
12935,1552,2.5
12935,4886,4.5
12935,3686,3.0
12935,2022,4.0
12935,1954,4.0
12935,2288,4.0
12935,2078,4.0
12935,318,5.0
12935,2003,4.0
12962,3082,3.0
12962,783,3.0
12962,1957,4.0
12962,524,3.0
12962,1722,4.0
12962,158,3.0
12962,2324,5.0
12962,173,3.0
12962,1591,3.0
12962,996,3.0
12962,2134,4.0
12962,595,4.0
12962,236,3.0
12962,3087,4.0
12962,671,4.0
12962,316,3.0
12962,2058,4.0
12962,575,1.0
12962,1907,4.0
12962,1093,3.0
12962,455,3.0
15296,1245,4.0
15296,2108,4.0
15296,8984,3.5
15296,308,3.0
15296,380,3.0
15296,7090,4.0
15296,3081,4.0
15296,440,3.0
15296,3543,5.0
15296,6373,3.5
15296,1272,4.5
15296,1407,3.0
15296,5528,4.0
15296,169,1.0
15296,4025,2.5
15296,2300,3.5
15296,426,4.0
15296,3981,2.0
15296,58,4.0
15296,2313,4.0
15296,994,4.0
15922,1616,2.0
15922,3088,3.0
15922,1391,2.0
15922,1792,2.0
15922,2990,3.0
15922,909,3.0
15922,494,4.0
15922,2762,4.0
15922,3635,3.0
15922,553,4.0
15922,185,3.0
15922,350,3.0
15922,266,2.0
15922,1552,3.0
15922,596,4.0
15922,533,2.0
15922,2012,4.0
15922,86,3.0
15922,1688,5.0
15922,2,2.0
15922,599,5.0
16458,30810,3.0
16458,3543,3.0
16458,4886,4.0
16458,227,2.0
16458,541,4.0
16458,1283,4.0
16458,1126,3.0
16458,333,4.0
16458,3175,4.0
16458,2002,2.0
16458,3683,3.0
16458,3168,2.0
16458,290,4.0
16458,6947,3.5
16458,3526,3.0
16458,314,3.0
16458,3578,3.0
16458,919,4.0
16458,2302,3.0
16458,307,5.0
16458,1262,3.5
16464,329,4.0
16464,54272,5.0
16464,69,4.0
16464,784,3.0
16464,4995,2.5
16464,63859,3.0
16464,8464,4.0
16464,163,3.0
16464,74458,3.0
16464,1562,2.5
16464,186,3.0
16464,47099,3.5
16464,322,3.0
16464,58559,4.0
16464,2046,3.0
16464,293,3.5
16464,616,3.5
16464,1252,2.5
16464,1909,3.0
16464,344,4.0
16464,2003,4.0
16472,2371,5.0
16472,4148,3.5
16472,2791,4.0
16472,440,3.5
16472,2605,1.5
16472,1884,4.5
16472,541,5.0
16472,327,1.0
16472,96821,3.0
16472,44191,5.0
16472,2116,4.5
16472,31685,2.5
16472,333,5.0
16472,185,1.5
16472,3082,3.0
16472,49530,4.0
16472,3114,2.5
16472,22,4.0
16472,4344,2.0
16472,2005,4.5
16472,798,3.0
16481,40819,3.0
16481,1262,3.5
16481,1380,3.0
16481,920,4.5
16481,333,2.5
16481,27706,4.0
16481,1093,2.0
16481,2502,3.0
16481,14,2.0
16481,2463,2.0
16481,252,4.0
16481,2094,3.0
16481,788,3.0
16481,2617,5.0
16481,315,2.0
16481,6936,3.0
16481,20,2.0
16481,6003,3.0
16481,339,4.0
16481,1589,2.0
16481,348,3.0
16776,4034,4.0
16776,348,3.5
16776,2291,5.0
16776,466,3.5
16776,953,5.0
16776,3082,3.0
16776,2671,4.0
16776,3686,3.5
16776,454,4.0
16776,153,2.5
16776,588,3.0
16776,4351,3.5
16776,7090,5.0
16776,27904,4.0
16776,337,5.0
16776,1262,4.0
16776,2000,4.0
16776,25,4.0
16776,7347,4.0
16776,587,4.0
16776,377,0.5
17211,296,5.0
17211,265,4.0
17211,1405,4.0
17211,1391,3.0
17211,303,4.0
17211,6016,3.0
17211,2770,4.0
17211,5618,3.0
17211,4232,3.0
17211,1965,3.0
17211,1587,3.0
17211,1373,3.0
17211,257,3.0
17211,215,3.0
17211,45186,3.0
17211,899,4.0
17211,261,3.0
17211,2617,4.0
17211,3479,4.0
17211,674,2.0
17211,5528,4.0
17838,1959,2.0
17838,1653,3.0
17838,4728,3.5
17838,24,3.0
17838,6537,2.5
17838,2109,3.5
17838,798,2.5
17838,8874,3.0
17838,5618,4.0
17838,924,3.5
17838,592,3.0
17838,339,1.5
17838,616,2.5
17838,172,1.5
17838,4979,3.0
17838,345,3.5
17838,290,3.5
17838,377,3.0
17838,350,3.0
17838,586,2.0
17838,8985,2.0
18056,8961,5.0
18056,8874,3.5
18056,3543,4.0
18056,4701,3.0
18056,410,3.0
18056,3763,4.0
18056,3527,3.0
18056,435,3.0
18056,170,4.0
18056,2018,1.0
18056,2000,4.0
18056,1483,5.0
18056,427,4.0
18056,2087,3.0
18056,2232,4.0
18056,24,2.0
18056,1257,4.0
18056,1073,3.0
18056,381,4.0
18056,539,4.0
18056,454,4.0
18206,535,4.0
18206,435,3.0
18206,5902,4.0
18206,93840,3.5
18206,1262,4.0
18206,1653,3.0
18206,2455,4.0
18206,1954,3.0
18206,509,2.0
18206,55765,3.5
18206,6947,4.5
18206,89492,3.0
18206,6934,3.0
18206,40815,3.0
18206,3052,4.0
18206,1882,2.0
18206,180,2.0
18206,2176,3.0
18206,2528,4.0
18206,194,3.0
18206,1635,2.0
18274,161,3.0
18274,24,4.5
18274,688,4.0
18274,1588,3.5
18274,434,3.5
18274,281,4.0
18274,381,5.0
18274,2699,3.5
18274,47099,4.0
18274,289,4.5
18274,916,4.0
18274,3686,4.0
18274,8970,4.5
18274,3699,3.5
18274,40629,4.0
18274,1246,5.0
18274,1717,3.5
18274,1665,4.5
18274,1265,4.0
18274,235,2.5
18274,628,4.0
18550,1552,3.0
18550,588,4.5
18550,333,4.0
18550,3638,3.5
18550,1093,4.0
18550,4034,3.0
18550,593,4.0
18550,1245,4.0
18550,457,4.5
18550,2959,4.5
18550,1544,3.0
18550,3176,4.0
18550,31696,3.0
18550,337,4.0
18550,4816,4.0
18550,54272,3.0
18550,3052,3.5
18550,88,3.0
18550,1479,4.5
18550,480,4.0
18550,85414,4.5
18652,2003,3.0
18652,2143,2.0
18652,2694,3.0
18652,6936,3.0
18652,8961,4.5
18652,996,5.0
18652,497,1.5
18652,2657,0.5
18652,54272,3.5
18652,575,1.0
18652,249,5.0
18652,364,3.0
18652,293,4.5
18652,1920,3.5
18652,596,2.5
18652,524,3.5
18652,2539,2.0
18652,145,2.5
18652,2018,1.0
18652,2,2.0
18652,597,3.0
19580,551,3.5
19580,1093,2.5
19580,2321,3.5
19580,41569,4.5
19580,266,1.5
19580,2124,2.5
19580,866,4.0
19580,2989,3.0
19580,5,1.5
19580,1831,0.5
19580,344,2.5
19580,47099,2.5
19580,1284,4.5
19580,4344,1.5
19580,7346,1.5
19580,2114,3.0
19580,440,3.0
19580,1103,3.0
19580,51935,2.0
19580,6283,3.0
19580,1485,2.0
19672,2116,4.0
19672,750,5.0
19672,70,4.0
19672,1589,4.0
19672,1371,3.0
19672,913,4.0
19672,1882,2.0
19672,300,5.0
19672,8368,4.0
19672,8874,4.5
19672,249,4.0
19672,551,4.0
19672,2428,5.0
19672,3210,4.0
19672,8464,5.0
19672,2,4.0
19672,112,5.0
19672,1717,5.0
19672,996,1.0
19672,585,4.0
19672,3578,4.0
19690,1127,4.0
19690,316,4.0
19690,1049,2.0
19690,2701,3.0
19690,2005,5.0
19690,786,4.0
19690,441,5.0
19690,592,4.0
19690,818,2.0
19690,2021,4.0
19690,16,4.0
19690,383,4.0
19690,4638,3.0
19690,338,4.0
19690,4823,3.0
19690,1265,4.0
19690,141,4.0
19690,329,2.0
19690,1213,5.0
19690,1562,2.0
19690,292,3.0
19786,252,3.0
19786,70,3.0
19786,1253,4.0
19786,2000,5.0
19786,745,5.0
19786,541,5.0
19786,648,3.0
19786,4326,4.5
19786,5065,3.0
19786,551,4.0
19786,1429,2.5
19786,8464,5.0
19786,69406,2.5
19786,8665,4.5
19786,84944,3.5
19786,1653,3.5
19786,2080,4.0
19786,2019,4.0
19786,1702,2.5
19786,431,4.0
19786,1213,4.0
19810,494,1.5
19810,5,1.0
19810,4975,2.5
19810,1885,2.0
19810,81229,2.0
19810,586,2.0
19810,4993,3.5
19810,5481,2.0
19810,1947,1.0
19810,2002,0.5
19810,16,3.0
19810,267,0.5
19810,590,0.5
19810,880,2.5
19810,288,5.0
19810,2018,0.5
19810,661,0.5
19810,55765,3.0
19810,2762,2.5
19810,84954,3.0
19810,46578,3.5
20159,527,3.0
20159,5,1.0
20159,1735,4.0
20159,1950,4.0
20159,4327,4.0
20159,2617,2.0
20159,2662,3.0
20159,2124,4.0
20159,3981,1.0
20159,1687,2.0
20159,19,1.0
20159,322,1.0
20159,1049,2.0
20159,1562,3.0
20159,333,1.0
20159,1920,2.0
20159,2297,2.0
20159,4105,2.0
20159,592,4.0
20159,1945,4.0
20159,4025,1.0
20853,239,4.5
20853,1246,4.0
20853,1945,3.0
20853,648,3.0
20853,533,4.0
20853,605,2.0
20853,2143,3.0
20853,3536,3.0
20853,539,5.0
20853,1381,2.5
20853,2687,4.0
20853,44022,3.0
20853,4823,3.0
20853,46578,2.0
20853,1587,4.0
20853,2013,4.0
20853,2001,4.0
20853,1608,4.0
20853,379,4.0
20853,1073,3.0
20963,880,2.0
20963,2990,3.0
20963,237,3.0
20963,2959,5.0
20963,303,4.0
20963,1380,4.0
20963,344,3.0
20963,266,3.0
20963,25,4.0
20963,2064,4.0
20963,160,3.0
20963,2116,4.0
20963,1645,3.0
20963,4643,2.0
20963,296,3.0
20963,2,3.0
20963,1831,2.0
20963,428,3.0
20963,3081,3.0
20963,316,4.0
20963,18,2.0
21229,5693,4.0
21229,1488,3.0
21229,508,4.0
21229,2000,4.0
21229,586,3.0
21229,2134,3.5
21229,33660,4.5
21229,1923,4.5
21229,2087,4.0
21229,553,4.0
21229,31685,3.5
21229,2454,3.0
21229,2094,3.5
21229,253,4.0
21229,296,5.0
21229,410,3.0
21229,4643,3.0
21229,47610,4.0
21229,104,3.0
21229,3101,4.0
21229,3591,3.0
21962,4344,2.0
21962,4639,3.0
21962,2054,2.0
21962,534,3.0
21962,905,5.0
21962,144,3.0
21962,3052,4.0
21962,172,3.0
21962,1641,3.0
21962,1127,3.0
21962,2395,4.0
21962,628,3.0
21962,248,3.0
21962,2333,4.0
21962,832,3.0
21962,314,3.0
21962,1378,2.0
21962,593,3.0
21962,3683,5.0
21962,1252,5.0
21962,454,3.0
22108,8368,3.5
22108,1373,3.0
22108,2640,2.5
22108,780,3.0
22108,1641,4.0
22108,185,3.0
22108,3686,4.0
22108,253,4.0
22108,3033,2.5
22108,2023,4.0
22108,3173,4.0
22108,1090,4.5
22108,327,2.5
22108,27706,3.5
22108,1259,4.0
22108,457,4.0
22108,1917,2.5
22108,920,4.0
22108,2371,3.0
22108,7454,3.0
22108,588,4.0
22223,3082,4.0
22223,539,4.0
22223,2132,4.0
22223,628,4.0
22223,1247,5.0
22223,2761,4.0
22223,2433,3.0
22223,3062,4.0
22223,599,4.0
22223,207,4.0
22223,899,5.0
22223,3159,4.0
22223,4369,2.0
22223,4816,3.0
22223,480,4.0
22223,1285,3.0
22223,1967,3.5
22223,65,1.0
22223,4499,3.0
22223,880,2.0
22223,551,4.0
22535,1831,0.5
22535,147,4.0
22535,53121,3.0
22535,3210,3.0
22535,2297,1.5
22535,20,2.0
22535,46976,3.5
22535,154,4.0
22535,996,2.0
22535,551,3.5
22535,648,2.0
22535,1997,4.0
22535,8368,2.5
22535,314,3.0
22535,339,1.0
22535,2841,2.5
22535,500,1.0
22535,1701,4.0
22535,4973,4.5
22535,2,1.5
22535,1245,3.5
23917,163,4.0
23917,22,3.0
23917,996,5.0
23917,1810,3.0
23917,540,1.0
23917,380,4.0
23917,500,3.0
23917,2959,3.0
23917,3087,5.0
23917,381,4.0
23917,1372,3.0
23917,3681,4.0
23917,8874,3.5
23917,3686,3.0
23917,8985,4.5
23917,1479,4.0
23917,1961,3.0
23917,1912,4.0
23917,1552,4.0
23917,289,3.0
23917,912,3.0
24025,2395,2.0
24025,431,4.5
24025,2115,3.5
24025,1393,3.5
24025,2966,3.5
24025,1702,2.0
24025,457,4.0
24025,81229,1.5
24025,2000,3.5
24025,765,2.5
24025,8665,3.5
24025,2011,4.0
24025,2335,2.5
24025,916,3.5
24025,84152,3.5
24025,1580,3.5
24025,170,3.0
24025,1394,2.5
24025,1248,5.0
24025,674,4.0
24025,96821,3.0
25066,965,3.5
25066,6934,4.5
25066,252,2.5
25066,6537,2.5
25066,318,5.0
25066,1610,4.0
25066,364,4.0
25066,276,2.0
25066,69,3.5
25066,2463,4.0
25066,168,3.0
25066,2759,4.0
25066,1921,3.5
25066,54001,4.0
25066,317,3.5
25066,3,4.5
25066,2018,4.0
25066,454,3.5
25066,7454,3.5
25066,333,5.0
25066,62,3.0
25808,327,5.0
25808,1416,4.0
25808,597,5.0
25808,1257,4.0
25808,2762,4.0
25808,648,4.0
25808,2009,5.0
25808,494,3.0
25808,2539,2.0
25808,898,5.0
25808,1372,3.0
25808,762,2.5
25808,38061,4.5
25808,2616,3.0
25808,1587,3.0
25808,1678,5.0
25808,232,5.0
25808,345,5.0
25808,592,4.0
25808,1485,3.0
25808,145,4.0
26602,2160,4.0
26602,350,3.5
26602,2018,4.0
26602,1272,4.0
26602,2539,2.0
26602,1608,3.5
26602,431,2.0
26602,68954,2.5
26602,1917,2.5
26602,653,2.5
26602,6936,4.0
26602,1955,4.5
26602,2144,3.0
26602,832,3.0
26602,69526,2.5
26602,1391,2.5
26602,153,2.0
26602,1282,3.0
26602,1088,2.5
26602,599,4.0
26602,88744,4.5
26957,1284,4.0
26957,4235,4.0
26957,45722,3.0
26957,281,2.5
26957,345,4.0
26957,916,3.5
26957,2699,3.0
26957,380,4.0
26957,48780,3.0
26957,2011,3.0
26957,1254,4.0
